,inputs,energy
33,"[0.779744029045105, 0.7797438502311707, 0.8390476703643799]",0.529994
34,"[0.7274259924888611, 0.7999997138977051, 0.8665163516998291]",0.545292
35,"[0.7589460015296936, 0.7589468359947205, 0.8763560056686401]",0.544455
36,"[0.6882759928703308, 0.8000004887580872, 0.8979294300079346]",0.57201
37,"[0.8886780142784119, 0.8886786699295044, 0.9222254753112793]",0.340954
38,"[0.8601459860801697, 0.8999995589256287, 0.9381617903709412]",0.342758
39,"[0.8772119879722595, 0.8772117495536804, 0.9439286589622498]",0.342461
40,"[0.8183540105819702, 0.9000003337860107, 0.9748312830924988]",0.352695
41,"[0.8538140058517456, 0.8538145422935486, 0.9858996272087097]",0.351263
42,"[0.7743099927902222, 0.8999996781349182, 1.0101697444915771]",0.37286
43,"[0.9874200224876404, 0.9874205589294434, 1.0246950387954712]",0.210035
44,"[0.9557179808616638, 0.9999995827674866, 1.0424022674560547]",0.210521
45,"[0.9746800065040588, 0.9746801257133484, 1.0488091707229614]",0.210464
46,"[0.9092820286750793, 0.9999997019767761, 1.0831458568572998]",0.217225
47,"[0.9486839771270752, 0.9486832022666931, 1.0954452753067017]",0.21608
48,"[0.8603439927101135, 0.9999997615814209, 1.1224108934402466]",0.232344
49,"[1.184906005859375, 1.1849051713943481, 1.2296339273452759]",0.053903
50,"[1.1468620300292969, 1.2000000476837158, 1.2508827447891235]",0.052456
51,"[1.1696159839630127, 1.1696150302886963, 1.2585704326629639]",0.052434
52,"[1.0911400318145752, 1.2000001668930054, 1.299775242805481]",0.05336
53,"[1.1384199857711792, 1.1384202241897583, 1.3145346641540527]",0.052748
54,"[1.0324139595031738, 1.2000001668930054, 1.346894383430481]",0.059984
55,"[1.382390022277832, 1.382388949394226, 1.4345729351043701]",-0.02401
56,"[1.3380060195922852, 1.4000000953674316, 1.4593636989593506]",-0.027204
57,"[1.3645520210266113, 1.3645509481430054, 1.4683324098587036]",-0.027153
58,"[1.272995948791504, 1.4000002145767212, 1.516404628753662]",-0.031
59,"[1.3281559944152832, 1.328156590461731, 1.5336227416992188]",-0.031189
60,"[1.2044819593429565, 1.4000002145767212, 1.5713765621185303]",-0.030914
61,"[1.777358055114746, 1.777357816696167, 1.8444514274597168]",-0.077525
62,"[1.7202919721603394, 1.8000000715255737, 1.8763245344161987]",-0.083241
63,"[1.7544219493865967, 1.7544227838516235, 1.8878555297851562]",-0.083058
64,"[1.6367080211639404, 1.7999993562698364, 1.949662208557129]",-0.093506
65,"[1.7076300382614136, 1.7076300382614136, 1.9718012809753418]",-0.092924
66,"[1.5486199855804443, 1.7999999523162842, 2.020340919494629]",-0.102
67,"[2.2710680961608887, 2.2710676193237305, 2.3567984104156494]",-0.075105
68,"[2.1981520652770996, 2.299999952316284, 2.397524833679199]",-0.082041
69,"[2.2417619228363037, 2.24176287651062, 2.412260055541992]",-0.081687
70,"[2.0913500785827637, 2.3000004291534424, 2.4912357330322266]",-0.09542
71,"[2.181972026824951, 2.181972026824951, 2.519524335861206]",-0.094036
72,"[1.9787919521331787, 2.299999952316284, 2.5815465450286865]",-0.108473
73,"[2.764777898788452, 2.7647783756256104, 2.8691465854644775]",-0.053835
74,"[2.6760120391845703, 2.8000004291534424, 2.918726921081543]",-0.060303
75,"[2.7291018962860107, 2.729102849960327, 2.936664581298828]",-0.059828
76,"[2.545991897583008, 2.8000004291534424, 3.032809257507324]",-0.07329
77,"[2.656313896179199, 2.656313180923462, 3.067246437072754]",-0.071337
78,"[2.408963918685913, 2.799999952316284, 3.142751932144165]",-0.086843
79,"[3.159745931625366, 3.1597464084625244, 3.2790238857269287]",-0.037015
80,"[3.058298110961914, 3.1999995708465576, 3.335686683654785]",-0.042432
81,"[3.118973970413208, 3.118974208831787, 3.3561885356903076]",-0.041901
82,"[2.9097039699554443, 3.1999993324279785, 3.466066598892212]",-0.053631
83,"[3.0357859134674072, 3.0357863903045654, 3.5054237842559814]",-0.051454
84,"[2.7531020641326904, 3.200000524520874, 3.591717481613159]",-0.065954
85,"[1.4600000381469727, 2.4730000495910645, 3.933000087738037]",-0.165088
86,"[1.75, 1.7999999523162842, 3.549999952316284]",-0.159189
87,"[2.0999999046325684, 2.0999999046325684, 2.556797742843628]",-0.104062
88,"[2.0999999046325684, 2.0999996662139893, 4.056888103485107]",-0.144104
89,"[1.4490000009536743, 1.4882540702819824, 1.4882540702819824]",-0.040498
90,"[1.2000000476837158, 1.523154616355896, 1.523154616355896]",-0.037321
91,"[1.3939340114593506, 1.4010000228881836, 1.7199851274490356]",-0.062264
92,"[1.4010000228881836, 1.5654712915420532, 1.5654712915420532]",-0.055779
93,"[1.1461620330810547, 1.4490001201629639, 1.9120962619781494]",-0.057737
94,"[1.2126840353012085, 1.4489997625350952, 1.8706148862838745]",-0.064519
95,"[1.3999500274658203, 1.4490004777908325, 1.734918475151062]",-0.066532
96,"[1.4490000009536743, 1.5192424058914185, 1.631473422050476]",-0.059538
97,"[1.4490000009536743, 1.5763566493988037, 1.5763566493988037]",-0.05752
98,"[1.5, 1.588238000869751, 1.588238000869751]",-0.058578
99,"[1.6378339529037476, 1.637834072113037, 1.700000286102295]",-0.068143
100,"[1.4010000228881836, 1.6555060148239136, 1.6555060148239136]",-0.070693
101,"[0.9447720050811768, 1.4490002393722534, 2.1580564975738525]",-0.014072
102,"[1.1126559972763062, 1.4489998817443848, 2.076486587524414]",-0.062476
103,"[1.232893943786621, 1.4490004777908325, 2.0074291229248047]",-0.077413
104,"[1.299288034439087, 1.4490001201629639, 1.9651079177856445]",-0.080969
105,"[1.4490000009536743, 1.4873995780944824, 1.8268675804138184]",-0.078892
106,"[1.4490000009536743, 1.6658031940460205, 1.6658031940460205]",-0.072035
107,"[1.3253339529037476, 1.4010003805160522, 2.084439754486084]",-0.088785
108,"[1.4010000228881836, 1.5717922449111938, 1.905483365058899]",-0.087547
109,"[1.4010000228881836, 1.7466254234313965, 1.7466254234313965]",-0.083532
110,"[0.919510006904602, 1.4489998817443848, 2.3074452877044678]",-0.009456
111,"[1.0378379821777344, 1.4490001201629639, 2.256700038909912]",-0.053322
112,"[1.2023080587387085, 1.4489996433258057, 2.1735353469848633]",-0.084239
113,"[1.32150399684906, 1.4489995241165161, 2.1031947135925293]",-0.092769
114,"[1.3876960277557373, 1.4490001201629639, 2.0601212978363037]",-0.094132
115,"[1.4490000009536743, 1.5763417482376099, 1.9196208715438843]",-0.08991
116,"[1.4490000009536743, 1.7563884258270264, 1.7563884258270264]",-0.084551
117,"[1.0176119804382324, 1.4489998817443848, 2.4071273803710938]",-0.053875
118,"[1.1320860385894775, 1.449000358581543, 2.3554575443267822]",-0.081715
119,"[1.293478012084961, 1.4490001201629639, 2.270840883255005]",-0.100638
120,"[1.4116339683532715, 1.4490002393722534, 2.1993372440338135]",-0.10486
121,"[1.4490000009536743, 1.477582335472107, 2.155585765838623]",-0.104859
122,"[1.4490000009536743, 1.6665388345718384, 2.0130693912506104]",-0.099701
123,"[1.4490000009536743, 1.8479448556900024, 1.8479448556900024]",-0.095436
124,"[1.3942580223083496, 1.7000004053115845, 2.2980518341064453]",-0.11778
125,"[1.7000000476837158, 1.9006577730178833, 1.9006577730178833]",-0.089915
126,"[1.3881679773330688, 1.9999996423721313, 2.419295072555542]",-0.129199
127,"[4.346261978149414, 4.3462629318237305, 7.999999523162842]",-0.013098
128,"[1.0, 1.489028811454773, 2.1823818683624268]",-0.040633
129,"[1.0, 1.5654933452606201, 2.1281986236572266]",-0.043466
130,"[1.0, 1.609347939491272, 2.0952329635620117]",-0.044536
131,"[1.0, 1.8256828784942627, 1.9096801280975342]",-0.046563
132,"[1.0, 1.8681540489196777, 1.8681540489196777]",-0.04657
133,"[1.100000023841858, 1.5489823818206787, 2.1646368503570557]",-0.072086
134,"[1.100000023841858, 1.8821529150009155, 1.8821529150009155]",-0.07394
135,"[1.2000000476837158, 1.2302840948104858, 2.3846168518066406]",-0.071453
136,"[1.2000000476837158, 1.315061092376709, 2.3389346599578857]",-0.080707
137,"[1.2000000476837158, 1.4396696090698242, 2.2643651962280273]",-0.088352
138,"[1.2000000476837158, 1.5339242219924927, 2.2016074657440186]",-0.090902
139,"[1.2000000476837158, 1.5874509811401367, 2.1633310317993164]",-0.091485
140,"[1.2000000476837158, 1.7438318729400635, 2.0393741130828857]",-0.09134
141,"[1.2000000476837158, 1.8470901250839233, 1.9463437795639038]",-0.090883
142,"[1.2000000476837158, 1.8973665237426758, 1.8973665237426758]",-0.090787
143,"[1.2999999523162842, 1.5203620195388794, 2.239084243774414]",-0.103298
144,"[1.0994999408721924, 1.4010000228881836, 2.500499963760376]",-0.076753
145,"[1.1379059553146362, 1.4009994268417358, 2.4832584857940674]",-0.084628
146,"[1.2436879873275757, 1.400999665260315, 2.432004451751709]",-0.099871
147,"[1.395535945892334, 1.4009995460510254, 2.348165988922119]",-0.109899
148,"[1.4010000228881836, 1.5082236528396606, 2.2774240970611572]",-0.111578
149,"[1.4010000228881836, 1.571560025215149, 2.234189033508301]",-0.111104
150,"[1.4010000228881836, 1.7544255256652832, 2.093654155731201]",-0.107043
151,"[1.4010000228881836, 1.9315019845962524, 1.9315019845962524]",-0.104373
152,"[1.0755000114440918, 1.4490000009536743, 2.5244998931884766]",-0.075878
153,"[1.1160520315170288, 1.4490000009536743, 2.5068359375]",-0.084967
154,"[1.2272460460662842, 1.4490001201629639, 2.4543163776397705]",-0.102215
155,"[1.3858660459518433, 1.4489998817443848, 2.3683700561523438]",-0.113186
156,"[1.4490000009536743, 1.5030155181884766, 2.2958102226257324]",-0.114524
157,"[1.4490000009536743, 1.5686941146850586, 2.2514443397521973]",-0.113717
158,"[1.4490000009536743, 1.757796049118042, 2.107118844985962]",-0.108395
159,"[1.4490000009536743, 1.880845308303833, 1.9980534315109253]",-0.105377
160,"[1.4490000009536743, 1.9403350353240967, 1.9403350353240967]",-0.104944
161,"[1.4890379905700684, 1.5999994277954102, 2.3543083667755127]",-0.121299
162,"[0.949999988079071, 1.6999999284744263, 2.6499998569488525]",-0.053937
163,"[1.0033780336380005, 1.6999996900558472, 2.6302530765533447]",-0.073599
164,"[1.1456279754638672, 1.7000000476837158, 2.571485757827759]",-0.107157
165,"[1.3411760330200195, 1.6999995708465576, 2.475125312805176]",-0.12444
166,"[1.4818259477615356, 1.700000286102295, 2.3935728073120117]",-0.12464
167,"[1.559648036956787, 1.6999998092651367, 2.3436081409454346]",-0.12201
168,"[1.7000000476837158, 1.7805932760238647, 2.1804778575897217]",-0.108455
169,"[1.7000000476837158, 1.9906028509140015, 1.9906028509140015]",-0.098393
170,"[1.476274013519287, 1.8000001907348633, 2.4332315921783447]",-0.127615
171,"[1.4702179431915283, 2.0, 2.513655424118042]",-0.133213
172,"[2.0, 2.0591259002685547, 2.0591259002685547]",-0.079747
173,"[1.5402300357818604, 2.9338862895965576, 2.999999761581421]",-0.154585
174,"[1.1755000352859497, 1.4490001201629639, 2.624500036239624]",-0.101238
175,"[1.2147459983825684, 1.4490008354187012, 2.606566905975342]",-0.106894
176,"[1.3231199979782104, 1.4489996433258057, 2.5532634258270264]",-0.117194
177,"[1.4490000009536743, 1.4792447090148926, 2.466097354888916]",-0.122753
178,"[1.4490000009536743, 1.595430850982666, 2.392573356628418]",-0.122376
179,"[1.4490000009536743, 1.660827875137329, 2.3476476669311523]",-0.121154
180,"[1.4490000009536743, 1.8499581813812256, 2.201693534851074]",-0.116073
181,"[1.4490000009536743, 2.033445358276367, 2.033445358276367]",-0.113299
182,"[1.0, 1.75934636592865, 2.324801445007324]",-0.06366
183,"[1.0, 1.8027758598327637, 2.291288137435913]",-0.064184
184,"[1.0, 2.0615527629852295, 2.0615527629852295]",-0.065038
185,"[1.100000023841858, 1.7413585186004639, 2.3606505393981934]",-0.091394
186,"[1.100000023841858, 2.074246883392334, 2.074246883392334]",-0.091803
187,"[1.2000000476837158, 1.5104765892028809, 2.537412405014038]",-0.105785
188,"[1.2000000476837158, 1.631853461265564, 2.4611093997955322]",-0.108543
189,"[1.2000000476837158, 1.7246330976486206, 2.3970067501068115]",-0.109128
190,"[1.2000000476837158, 1.7776391506195068, 2.3579654693603516]",-0.109178
191,"[1.2000000476837158, 2.0880613327026367, 2.0880613327026367]",-0.108023
192,"[1.2999999523162842, 1.7092071771621704, 2.433847188949585]",-0.120189
193,"[1.2994999885559082, 1.4010000228881836, 2.700500011444092]",-0.117349
194,"[1.4010000228881836, 1.4366966485977173, 2.6300768852233887]",-0.125449
195,"[1.4010000228881836, 1.584105134010315, 2.544015884399414]",-0.127682
196,"[1.4010000228881836, 1.6949821710586548, 2.471525192260742]",-0.126781
197,"[1.4010000228881836, 1.7577545642852783, 2.4272825717926025]",-0.125754
198,"[1.4010000228881836, 2.1191272735595703, 2.1191272735595703]",-0.120349
199,"[1.2755000591278076, 1.4490000009536743, 2.7245001792907715]",-0.118959
200,"[1.3136379718780518, 1.449000358581543, 2.7063169479370117]",-0.122308
201,"[1.4195619821548462, 1.4490007162094116, 2.652290105819702]",-0.128057
202,"[1.4490000009536743, 1.5734378099441528, 2.5640006065368652]",-0.130189
203,"[1.4490000009536743, 1.6887092590332031, 2.489590644836426]",-0.128827
204,"[1.4490000009536743, 1.7538247108459473, 2.4441564083099365]",-0.127454
205,"[1.4490000009536743, 1.942895770072937, 2.2967278957366943]",-0.122871
206,"[1.4490000009536743, 2.1271812915802, 2.1271812915802]",-0.120686
207,"[1.600000023841858, 1.671071171760559, 2.5470614433288574]",-0.132572
208,"[1.149999976158142, 1.7000000476837158, 2.8500001430511475]",-0.117052
209,"[1.3334219455718994, 1.6999995708465576, 2.7689321041107178]",-0.135524
210,"[1.5226080417633057, 1.6999999284744263, 2.6695809364318848]",-0.13789
211,"[1.6611779928207397, 1.699999451637268, 2.5856316089630127]",-0.133775
212,"[1.7000000476837158, 1.7385340929031372, 2.5342652797698975]",-0.130238
213,"[1.7000000476837158, 2.173131227493286, 2.173131227493286]",-0.112611
214,"[1.652735948562622, 1.7999998331069946, 2.624587059020996]",-0.134625
215,"[1.6403039693832397, 1.9999996423721313, 2.703589677810669]",-0.136512
216,"[2.0, 2.2360680103302, 2.2360680103302]",-0.092227
217,"[1.6691019535064697, 3.000000476837158, 3.116745948791504]",-0.149706
218,"[2.5, 2.5, 3.0]",-0.083968
219,"[1.4490000009536743, 1.4490001201629639, 2.8980000019073486]",-0.138066
220,"[1.0, 1.9544380903244019, 2.521937847137451]",-0.078463
221,"[1.0, 1.997498631477356, 2.487971067428589]",-0.078731
222,"[1.0, 2.2561028003692627, 2.2561028003692627]",-0.079196
223,"[1.100000023841858, 1.7454853057861328, 2.6904056072235107]",-0.103992
224,"[1.100000023841858, 1.8523772954940796, 2.6179568767547607]",-0.105129
225,"[1.100000023841858, 1.9352805614471436, 2.557281255722046]",-0.105521
226,"[1.100000023841858, 1.9830533266067505, 2.520416736602783]",-0.105629
227,"[1.100000023841858, 2.2677080631256104, 2.2677080631256104]",-0.1055
228,"[1.2000000476837158, 1.8257157802581787, 2.6583383083343506]",-0.122393
229,"[1.2000000476837158, 1.9172359704971313, 2.593107223510742]",-0.122385
230,"[1.2000000476837158, 1.9697717428207397, 2.553429126739502]",-0.122218
231,"[1.2000000476837158, 2.280350923538208, 2.280350923538208]",-0.121255
232,"[1.2999999523162842, 1.6690319776535034, 2.781965732574463]",-0.132771
233,"[1.2999999523162842, 1.800048589706421, 2.6990418434143066]",-0.132902
234,"[1.2999999523162842, 1.9003360271453857, 2.6293957233428955]",-0.132288
235,"[1.2999999523162842, 1.9576773643493652, 2.586986780166626]",-0.131785
236,"[1.2999999523162842, 2.2940139770507812, 2.2940139770507812]",-0.129618
237,"[1.4010000228881836, 1.499500036239624, 2.9005000591278076]",-0.137863
238,"[1.4010000228881836, 1.631391167640686, 2.828420877456665]",-0.139685
239,"[1.4010000228881836, 1.7751777172088623, 2.740464448928833]",-0.139033
240,"[1.4010000228881836, 1.8844600915908813, 2.6664977073669434]",-0.13756
241,"[1.4010000228881836, 1.9466897249221802, 2.6214120388031006]",-0.13656
242,"[1.4010000228881836, 2.308830976486206, 2.308830976486206]",-0.132704
243,"[1.4490000009536743, 1.4755001068115234, 2.924499988555908]",-0.140098
244,"[1.4490000009536743, 1.5118606090545654, 2.905869722366333]",-0.14102
245,"[1.4490000009536743, 1.6137487888336182, 2.8505465984344482]",-0.141947
246,"[1.4490000009536743, 1.7637418508529663, 2.760256290435791]",-0.140857
247,"[1.4490000009536743, 1.8773443698883057, 2.684283494949341]",-0.138897
248,"[1.4490000009536743, 1.941906452178955, 2.637953996658325]",-0.137625
249,"[1.4490000009536743, 2.1306893825531006, 2.487963914871216]",-0.134227
250,"[1.4490000009536743, 2.316225528717041, 2.316225528717041]",-0.132774
251,"[1.5593559741973877, 1.5999997854232788, 2.9203438758850098]",-0.146511
252,"[1.600000023841858, 1.7294461727142334, 2.8229446411132812]",-0.143782
253,"[1.600000023841858, 1.8568052053451538, 2.7408525943756104]",-0.140003
254,"[1.600000023841858, 1.9287302494049072, 2.6907248497009277]",-0.137676
255,"[1.600000023841858, 2.340939998626709, 2.340939998626709]",-0.128839
256,"[1.350000023841858, 1.7000000476837158, 3.049999952316284]",-0.144796
257,"[1.5243240594863892, 1.6999999284744263, 2.9667205810546875]",-0.148272
258,"[1.7000000476837158, 1.708192229270935, 2.864799976348877]",-0.144463
259,"[1.7000000476837158, 1.8447786569595337, 2.778810977935791]",-0.139302
260,"[1.7000000476837158, 1.9215880632400513, 2.7262613773345947]",-0.13606
261,"[1.7000000476837158, 2.3584952354431152, 2.3584952354431152]",-0.123693
262,"[1.4901479482650757, 1.8000003099441528, 3.0132150650024414]",-0.14961
263,"[1.6881519556045532, 1.7999999523162842, 2.9069130420684814]",-0.144837
264,"[1.7999999523162842, 1.834036946296692, 2.8171451091766357]",-0.138163
265,"[1.7999999523162842, 1.915724515914917, 2.7622456550598145]",-0.133932
266,"[1.8164960145950317, 1.9999998807907104, 2.8948819637298584]",-0.136197
267,"[2.0, 2.416609287261963, 2.416609287261963]",-0.102161
268,"[1.8109359741210938, 3.000000238418579, 3.3015925884246826]",-0.141462
269,"[1.0, 2.2486937046051025, 2.81839919090271]",-0.094162
270,"[1.2000000476837158, 2.002979278564453, 3.0344817638397217]",-0.136427
271,"[1.2000000476837158, 2.118650436401367, 2.954880714416504]",-0.136468
272,"[1.2000000476837158, 2.2086076736450195, 2.888260841369629]",-0.136301
273,"[1.2000000476837158, 2.260531425476074, 2.847806692123413]",-0.136204
274,"[1.2000000476837158, 2.5709919929504395, 2.5709919929504395]",-0.135757
275,"[1.2999999523162842, 1.850000023841858, 3.1500000953674316]",-0.146297
276,"[1.2999999523162842, 1.9641586542129517, 3.080111265182495]",-0.146173
277,"[1.2999999523162842, 2.0915074348449707, 2.9950954914093018]",-0.145634
278,"[1.2999999523162842, 2.190002202987671, 2.9238479137420654]",-0.145089
279,"[1.2999999523162842, 2.2466647624969482, 2.8805384635925293]",-0.14476
280,"[1.2999999523162842, 2.583118200302124, 2.583118200302124]",-0.143671
281,"[1.4010000228881836, 1.7994999885559082, 3.200500011444092]",-0.15227
282,"[1.4010000228881836, 1.9254734516143799, 3.1263327598571777]",-0.151448
283,"[1.4010000228881836, 2.064959764480591, 3.0360076427459717]",-0.150072
284,"[1.4010000228881836, 2.172217607498169, 2.960214376449585]",-0.148935
285,"[1.4010000228881836, 2.233708381652832, 2.914095640182495]",-0.148316
286,"[1.4010000228881836, 2.596285820007324, 2.596285820007324]",-0.146315
287,"[1.4490000009536743, 1.7755000591278076, 3.2244999408721924]",-0.154039
288,"[1.4490000009536743, 1.8099271059036255, 3.205303192138672]",-0.153816
289,"[1.4490000009536743, 1.9072821140289307, 3.148345708847046]",-0.152857
290,"[1.4490000009536743, 2.0526583194732666, 3.055551290512085]",-0.150991
291,"[1.4490000009536743, 2.1641273498535156, 2.9776418209075928]",-0.149496
292,"[1.4490000009536743, 2.2279255390167236, 2.930213689804077]",-0.148704
293,"[1.4490000009536743, 2.4160566329956055, 2.7771341800689697]",-0.146874
294,"[1.4490000009536743, 2.6028637886047363, 2.6028637886047363]",-0.146185
295,"[1.649999976158142, 1.7000000476837158, 3.3500001430511475]",-0.158015
296,"[1.7000000476837158, 1.8143576383590698, 3.2639105319976807]",-0.154311
297,"[1.7000000476837158, 1.991807222366333, 3.158750295639038]",-0.14889
298,"[1.7000000476837158, 2.125737428665161, 3.0702178478240967]",-0.144778
299,"[1.7000000476837158, 2.201704502105713, 3.0162065029144287]",-0.142632
300,"[1.7000000476837158, 2.6405491828918457, 2.6405491828918457]",-0.135995
301,"[1.7784500122070312, 1.8000000715255737, 3.3101532459259033]",-0.153945
302,"[1.7999999523162842, 1.969268798828125, 3.2003095149993896]",-0.146696
303,"[1.7999999523162842, 2.112326145172119, 3.1077444553375244]",-0.141161
304,"[1.7999999523162842, 2.193171739578247, 3.05122971534729]",-0.138258
305,"[1.7999999523162842, 2.6570661067962646, 2.6570661067962646]",-0.129159
306,"[2.0, 2.088838577270508, 3.183826446533203]",-0.133766
307,"[2.0420260429382324, 2.999999523162842, 3.581916332244873]",-0.124963
308,"[2.915476083755493, 2.9154763221740723, 3.0]",-0.046105
309,"[1.7565120458602905, 1.7570005655288696, 3.505993366241455]",-0.159059
310,"[1.756700038909912, 1.7570000886917114, 3.513399124145508]",-0.159206
311,"[1.7369999885559082, 1.7764999866485596, 3.5134999752044678]",-0.159223
312,"[1.7369999885559082, 2.784414052963257, 2.784414052963257]",-0.138064
313,"[1.0, 2.7418882846832275, 3.313918113708496]",-0.109775
314,"[1.2000000476837158, 2.6984329223632812, 3.382079601287842]",-0.150478
315,"[1.2999999523162842, 2.3499999046325684, 3.6500000953674316]",-0.158788
316,"[1.2999999523162842, 2.458658218383789, 3.5777084827423096]",-0.158599
317,"[1.2999999523162842, 2.6778416633605957, 3.416748285293579]",-0.158257
318,"[1.2999999523162842, 2.7335872650146484, 3.3723137378692627]",-0.158194
319,"[1.2999999523162842, 3.0696089267730713, 3.0696089267730713]",-0.158006
320,"[1.4010000228881836, 2.299499988555908, 3.700500011444092]",-0.162379
321,"[1.4010000228881836, 2.657837152481079, 3.4521450996398926]",-0.160904
322,"[1.4010000228881836, 3.080698013305664, 3.080698013305664]",-0.160254
323,"[1.4490000009536743, 2.2755000591278076, 3.7244999408721924]",-0.162869
324,"[1.4490000009536743, 2.307816982269287, 3.704561471939087]",-0.162648
325,"[1.4490000009536743, 2.400059938430786, 3.6454782485961914]",-0.16206
326,"[1.4490000009536743, 2.539902687072754, 3.5494632720947266]",-0.161278
327,"[1.4490000009536743, 2.6486148834228516, 3.4690985679626465]",-0.160799
328,"[1.4490000009536743, 2.7113466262817383, 3.420292377471924]",-0.160567
329,"[1.4490000009536743, 2.898242950439453, 3.2634313106536865]",-0.160092
330,"[1.4490000009536743, 3.0862436294555664, 3.0862436294555664]",-0.159922
331,"[1.7000000476837158, 2.3034257888793945, 3.76021671295166]",-0.155735
332,"[1.7000000476837158, 2.4731059074401855, 3.6508548259735107]",-0.153063
333,"[1.7000000476837158, 2.6034622192382812, 3.5590713024139404]",-0.151475
334,"[1.7000000476837158, 2.678152322769165, 3.5032126903533936]",-0.150745
335,"[1.7000000476837158, 3.1180922985076904, 3.1180922985076904]",-0.14878
336,"[1.7999999523162842, 2.5869500637054443, 3.595510244369507]",-0.145399
337,"[2.0, 2.5565407276153564, 3.669346570968628]",-0.132015
338,"[2.0, 3.1622776985168457, 3.1622776985168457]",-0.125092
339,"[2.460455894470215, 3.0, 4.055385589599609]",-0.094765
340,"[3.0, 3.3541018962860107, 3.3541018962860107]",-0.046396
341,"[1.4490000009536743, 2.7755000591278076, 4.2245001792907715]",-0.167885
342,"[1.4490000009536743, 2.806457757949829, 4.203996658325195]",-0.167831
343,"[1.4490000009536743, 2.8953158855438232, 4.143301963806152]",-0.167691
344,"[1.4490000009536743, 3.0313050746917725, 4.044872760772705]",-0.167527
345,"[1.4490000009536743, 3.137972116470337, 3.9626924991607666]",-0.167438
346,"[1.4490000009536743, 3.1998672485351562, 3.9128825664520264]",-0.167407
347,"[1.4490000009536743, 3.385601282119751, 3.7533318996429443]",-0.167328
348,"[1.4490000009536743, 3.5741991996765137, 3.5741991996765137]",-0.167302
349,"[1.7000000476837158, 2.6500000953674316, 4.349999904632568]",-0.158648
350,"[1.7000000476837158, 3.6017355918884277, 3.6017355918884277]",-0.15576
351,"[2.0, 2.5, 4.5]",-0.141045
352,"[2.0, 3.0345590114593506, 4.158299446105957]",-0.133539
353,"[1.0, 3.733710765838623, 4.3080620765686035]",-0.121747
354,"[1.100000023841858, 3.70973801612854, 4.34083366394043]",-0.147206
355,"[1.2000000476837158, 3.6862876415252686, 4.373931884765625]",-0.161981
356,"[1.2999999523162842, 3.6633694171905518, 4.407348155975342]",-0.169357
357,"[1.4010000228881836, 3.299499988555908, 4.700500011444092]",-0.171478
358,"[1.4010000228881836, 3.640772819519043, 4.441415309906006]",-0.171476
359,"[1.4010000228881836, 4.0608744621276855, 4.0608744621276855]",-0.171506
360,"[1.4490000009536743, 3.2755000591278076, 4.7245001792907715]",-0.171115
361,"[1.4490000009536743, 3.305509328842163, 4.70355224609375]",-0.171119
362,"[1.4490000009536743, 3.3919639587402344, 4.641592979431152]",-0.171111
363,"[1.4490000009536743, 3.52512526512146, 4.541286945343018]",-0.17109
