,inputs,energy
140,"[0.7415013313293457, 0.27253180742263794, 0.0876987874507904]",-0.120189
141,"[0.9248972535133362, 0.2463504821062088, 0.07207292318344116]",-0.125449
142,"[0.8312503695487976, 0.2463504821062088, 0.0785503163933754]",-0.127682
143,"[0.7506300210952759, 0.2463504821062088, 0.0844559520483017]",-0.126781
144,"[0.7005776762962341, 0.2463504821062088, 0.08827639371156693]",-0.125754
145,"[1.0, 0.2792912721633911, 0.06557897478342056]",-0.118959
146,"[0.9774904847145081, 0.2688402533531189, 0.06678231805562973]",-0.122308
147,"[0.9229786396026611, 0.24181991815567017, 0.07048960030078888]",-0.128057
148,"[0.83413165807724, 0.23480497300624847, 0.0769960880279541]",-0.130189
149,"[0.7548232674598694, 0.23480497300624847, 0.08294391632080078]",-0.128827
150,"[0.7055603861808777, 0.23480497300624847, 0.08679932355880737]",-0.127454
151,"[0.5408294200897217, 0.23480497300624847, 0.10058744251728058]",-0.122871
152,"[0.34059154987335205, 0.23480497300624847, 0.11917273700237274]",-0.120686
153,"[1.0, 0.3166367709636688, 0.057844310998916626]",-0.117052
154,"[0.7630627155303955, 0.18991513550281525, 0.07534847408533096]",-0.133775
155,"[0.7299945950508118, 0.18268351256847382, 0.07931997627019882]",-0.130238
156,"[0.3911406695842743, 0.18268351256847382, 0.11382065713405609]",-0.112611
157,"[0.4472135901451111, 0.1353352814912796, 0.10687792301177979]",-0.092227
158,"[0.3363986015319824, 0.18841619789600372, 0.04430109262466431]",-0.149706
159,"[0.5999999642372131, 0.08208499848842621, 0.049787066876888275]",-0.083968
160,"[1.0, 0.23480497300624847, 0.05513337627053261]",-0.138066
161,"[0.701909065246582, 0.3678794503211975, 0.08030384033918381]",-0.078463
162,"[0.8043046593666077, 0.33287107944488525, 0.07295175641775131]",-0.105129
163,"[0.7117602229118347, 0.33287107944488525, 0.07751519978046417]",-0.105521
164,"[0.24253563582897186, 0.33287107944488525, 0.10354923456907272]",-0.1055
165,"[0.8108956217765808, 0.3011941909790039, 0.07006455212831497]",-0.122393
166,"[0.7212085127830505, 0.3011941909790039, 0.07478729635477066]",-0.122385
167,"[0.6657713651657104, 0.3011941909790039, 0.07781437039375305]",-0.122218
168,"[0.26311740279197693, 0.3011941909790039, 0.10224831849336624]",-0.121255
169,"[0.6764626502990723, 0.27253180742263794, 0.0752464309334755]",-0.131785
170,"[0.28334611654281616, 0.27253180742263794, 0.10086079686880112]",-0.129618
171,"[1.0, 0.2463504821062088, 0.054995711892843246]",-0.137863
172,"[0.82326740026474, 0.2463504821062088, 0.06454036384820938]",-0.139033
173,"[0.6868435740470886, 0.2463504821062088, 0.072700135409832]",-0.13656
174,"[0.9806141257286072, 0.23480497300624847, 0.054701194167137146]",-0.14102
175,"[0.9225444793701172, 0.23480497300624847, 0.05781271308660507]",-0.141947
176,"[0.7430925369262695, 0.23480497300624847, 0.06827009469270706]",-0.138897
177,"[0.5200645923614502, 0.23480497300624847, 0.08307895064353943]",-0.134227
178,"[0.3127933740615845, 0.23480497300624847, 0.09864521771669388]",-0.132774
179,"[0.9222954511642456, 0.2102714478969574, 0.05391514301300049]",-0.146511
180,"[0.8344601988792419, 0.2018965184688568, 0.05943068116903305]",-0.143782
181,"[0.7553018927574158, 0.2018965184688568, 0.06451531499624252]",-0.140003
182,"[0.7061294913291931, 0.2018965184688568, 0.06783175468444824]",-0.137676
183,"[0.3417430520057678, 0.2018965184688568, 0.09623713791370392]",-0.128839
184,"[0.9104989171028137, 0.21776820719242096, 0.051471829414367676]",-0.148272
185,"[0.7629777789115906, 0.18268351256847382, 0.062112316489219666]",-0.139302
186,"[0.7152652740478516, 0.18268351256847382, 0.06546357274055481]",-0.13606
187,"[0.3603993058204651, 0.18268351256847382, 0.09456241130828857]",-0.123693
188,"[0.8975234031677246, 0.22533930838108063, 0.049133457243442535]",-0.14961
189,"[0.8212236762046814, 0.18486084043979645, 0.0546441525220871]",-0.144837
190,"[0.770344078540802, 0.16529889404773712, 0.05977635458111763]",-0.138163
191,"[0.7240485548973083, 0.16529889404773712, 0.06314979493618011]",-0.133932
192,"[0.7302404642105103, 0.1625944823026657, 0.05530555173754692]",-0.136197
193,"[0.4331848919391632, 0.16350102424621582, 0.03682447224855423]",-0.141462
194,"[0.6895318031311035, 0.3678794503211975, 0.05970143526792526]",-0.094162
195,"[0.9112146496772766, 0.3011941909790039, 0.048099584877491]",-0.136427
196,"[0.8013070821762085, 0.3011941909790039, 0.052084870636463165]",-0.136468
197,"[0.7074762582778931, 0.3011941909790039, 0.05567295104265213]",-0.136301
198,"[0.6496227383613586, 0.3011941909790039, 0.05797132849693298]",-0.136204
199,"[0.23337297141551971, 0.3011941909790039, 0.07645966112613678]",-0.135757
200,"[0.9139487743377686, 0.27253180742263794, 0.0459541454911232]",-0.146173
201,"[0.8072420358657837, 0.27253180742263794, 0.05003184825181961]",-0.145634
202,"[0.7159661054611206, 0.27253180742263794, 0.05372655391693115]",-0.145089
203,"[0.6595988869667053, 0.27253180742263794, 0.056104544550180435]",-0.14476
204,"[0.2516338527202606, 0.27253180742263794, 0.07553809136152267]",-0.143671
205,"[1.0, 0.2463504821062088, 0.040741827338933945]",-0.15227
206,"[0.6693328619003296, 0.2463504821062088, 0.054253071546554565]",-0.148316
207,"[1.0, 0.23480497300624847, 0.03977566584944725]",-0.154039
208,"[0.9794127941131592, 0.23480497300624847, 0.04054660722613335]",-0.153816
209,"[0.917803943157196, 0.23480497300624847, 0.04292307794094086]",-0.152857
210,"[0.8156521320343018, 0.23480497300624847, 0.047096751630306244]",-0.150991
211,"[0.7280513048171997, 0.23480497300624847, 0.050912752747535706]",-0.149496
212,"[0.6738415956497192, 0.23480497300624847, 0.05338563024997711]",-0.148704
213,"[0.49387168884277344, 0.23480497300624847, 0.06221655383706093]",-0.146874
214,"[0.2783472537994385, 0.23480497300624847, 0.07406117767095566]",-0.146185
215,"[1.0, 0.19204992055892944, 0.03508434817194939]",-0.158015
216,"[0.9237582087516785, 0.18268351256847382, 0.03823857009410858]",-0.154311
217,"[0.8287349939346313, 0.18268351256847382, 0.04247879236936569]",-0.14889
218,"[0.6962387561798096, 0.18268351256847382, 0.04898669570684433]",-0.142632
219,"[0.3219027519226074, 0.18268351256847382, 0.07132209092378616]",-0.135995
220,"[0.8335965871810913, 0.16529889404773712, 0.04074959084391594]",-0.146696
221,"[0.7540439367294312, 0.16529889404773712, 0.04470166936516762]",-0.141161
222,"[0.3387194573879242, 0.16529889404773712, 0.07015374302864075]",-0.129159
223,"[0.7674338221549988, 0.1353352814912796, 0.04142683371901512]",-0.133766
224,"[0.5468687415122986, 0.12976554036140442, 0.027822330594062805]",-0.124963
225,"[0.5144956707954407, 0.054178230464458466, 0.049787066876888275]",-0.046105
226,"[0.9978592991828918, 0.17264600098133087, 0.030016940087080002]",-0.159059
227,"[0.999914288520813, 0.17261354625225067, 0.029795464128255844]",-0.159206
228,"[1.0, 0.17604775726795197, 0.029792459681630135]",-0.159223
229,"[0.3119148015975952, 0.17604775726795197, 0.061765268445014954]",-0.138064
230,"[0.673538327217102, 0.3678794503211975, 0.036373380571603775]",-0.109775
231,"[1.0, 0.27253180742263794, 0.025991126894950867]",-0.158788
232,"[0.9078649282455444, 0.27253180742263794, 0.027939649298787117]",-0.158599
233,"[0.6971690058708191, 0.27253180742263794, 0.032818980515003204]",-0.158257
234,"[0.6375445127487183, 0.27253180742263794, 0.03431016206741333]",-0.158194
235,"[0.21175335347652435, 0.27253180742263794, 0.046439312398433685]",-0.158006
236,"[1.0, 0.2463504821062088, 0.024711167439818382]",-0.162379
237,"[0.7046490907669067, 0.2463504821062088, 0.03167761117219925]",-0.160904
238,"[0.2273835390806198, 0.2463504821062088, 0.04592718929052353]",-0.160254
239,"[1.0, 0.23480497300624847, 0.02412516251206398]",-0.162869
240,"[0.9777883291244507, 0.23480497300624847, 0.024611007422208786]",-0.162648
241,"[0.8017606139183044, 0.23480497300624847, 0.028740061447024345]",-0.161278
242,"[0.6503829956054688, 0.23480497300624847, 0.03270287066698074]",-0.160567
243,"[0.916988730430603, 0.18268351256847382, 0.023278694599866867]",-0.155735
244,"[0.8138697147369385, 0.18268351256847382, 0.025968920439481735]",-0.153063
245,"[0.7254844903945923, 0.18268351256847382, 0.02846524864435196]",-0.151475
246,"[0.6708127856254578, 0.18268351256847382, 0.030100524425506592]",-0.150745
247,"[0.2726025879383087, 0.18268351256847382, 0.044241487979888916]",-0.14878
248,"[0.7445605993270874, 0.1353352814912796, 0.02549312263727188]",-0.132015
249,"[0.6764814257621765, 0.08539600670337677, 0.017328796908259392]",-0.094765
250,"[0.4472135901451111, 0.049787066876888275, 0.03494073823094368]",-0.046396
251,"[1.0, 0.23480497300624847, 0.014632646925747395]",-0.167885
252,"[0.9765088558197021, 0.23480497300624847, 0.014935764484107494]",-0.167831
253,"[0.9064241647720337, 0.23480497300624847, 0.015870360657572746]",-0.167691
254,"[0.7909702062606812, 0.23480497300624847, 0.01751193217933178]",-0.167527
255,"[0.6323981881141663, 0.23480497300624847, 0.01998281665146351]",-0.167407
256,"[0.43437859416007996, 0.23480497300624847, 0.023439517244696617]",-0.167328
257,"[0.20270274579524994, 0.23480497300624847, 0.028037870302796364]",-0.167302
258,"[0.23599733412265778, 0.18268351256847382, 0.02727634087204933]",-0.15576
259,"[1.0, 0.1353352814912796, 0.011108996346592903]",-0.141045
260,"[0.6521264314651489, 0.3678794503211975, 0.01345960795879364]",-0.121747
261,"[0.6714698076248169, 0.27253180742263794, 0.012187454849481583]",-0.169357
262,"[1.0, 0.2463504821062088, 0.009090730920433998]",-0.171478
263,"[0.17249979078769684, 0.2463504821062088, 0.017233941704034805]",-0.171506
264,"[1.0, 0.23480497300624847, 0.008875148370862007]",-0.171115
265,"[0.9024061560630798, 0.23480497300624847, 0.009642325341701508]",-0.171111
266,"[0.6805956363677979, 0.23480497300624847, 0.011588819324970245]",-0.171085
267,"[0.6182010769844055, 0.23480497300624847, 0.012189965695142746]",-0.171084
268,"[0.4144953191280365, 0.23480497300624847, 0.014327315613627434]",-0.171086
269,"[0.6895317435264587, 0.2018965184688568, 0.01100463792681694]",-0.165632
270,"[1.0, 0.18268351256847382, 0.00782837811857462]",-0.160084
271,"[0.6952815651893616, 0.18268351256847382, 0.010630163364112377]",-0.159565
272,"[0.20785875618457794, 0.18268351256847382, 0.016750697046518326]",-0.159432
273,"[0.7009010314941406, 0.16529889404773712, 0.01026551891118288]",-0.152261
274,"[0.7117601037025452, 0.1353352814912796, 0.009565409272909164]",-0.135585
275,"[0.7591792941093445, 0.049787066876888275, 0.006619149353355169]",-0.060466
276,"[1.0, 0.23480497300624847, 0.005383049603551626]",-0.172919
277,"[0.8991090059280396, 0.23480497300624847, 0.005856428295373917]",-0.172899
278,"[0.39860743284225464, 0.23480497300624847, 0.00874332431703806]",-0.172889
279,"[0.15895307064056396, 0.23480497300624847, 0.010483537800610065]",-0.172899
280,"[0.6384785175323486, 0.3678794503211975, 0.004969636909663677]",-0.124247
281,"[0.6494460105895996, 0.3011941909790039, 0.004659681115299463]",-0.164567
282,"[1.0, 0.2463504821062088, 0.003344292752444744]",-0.174154
283,"[0.6600745916366577, 0.2463504821062088, 0.004362916108220816]",-0.1741
284,"[0.13874498009681702, 0.2463504821062088, 0.006416827440261841]",-0.174103
285,"[1.0, 0.23480497300624847, 0.0032649848144501448]",-0.173754
286,"[0.9739136099815369, 0.23480497300624847, 0.003336285939440131]",-0.173746
287,"[0.8963562250137329, 0.23480497300624847, 0.0035561281256377697]",-0.173734
288,"[0.7695073485374451, 0.23480497300624847, 0.003942052833735943]",-0.173712
289,"[0.5972586870193481, 0.23480497300624847, 0.004521855618804693]",-0.173692
290,"[0.3856324851512909, 0.23480497300624847, 0.005329463630914688]",-0.173695
291,"[0.14340238273143768, 0.23480497300624847, 0.006395136471837759]",-0.173698
292,"[1.0, 0.18268351256847382, 0.002879899460822344]",-0.16216
293,"[0.6751819849014282, 0.18268351256847382, 0.0039484379813075066]",-0.162081
294,"[0.689531683921814, 0.1353352814912796, 0.0035642615985125303]",-0.13777
295,"[0.7320381999015808, 0.049787066876888275, 0.002497371518984437]",-0.057223
296,"[0.2873478829860687, 0.049787066876888275, 0.005406499840319157]",-0.056937
297,"[0.9733087420463562, 0.23480497300624847, 0.002024062443524599]",-0.174071
298,"[0.894024133682251, 0.23480497300624847, 0.0021589475218206644]",-0.174057
299,"[0.7645876407623291, 0.23480497300624847, 0.002395686926320195]",-0.174045
300,"[0.6556944251060486, 0.23480497300624847, 0.002611632691696286]",-0.174031
301,"[0.5893245935440063, 0.23480497300624847, 0.0027511618100106716]",-0.174025
302,"[0.37484341859817505, 0.23480497300624847, 0.003245758358389139]",-0.174021
303,"[0.13059906661510468, 0.23480497300624847, 0.003897137241438031]",-0.174018
304,"[0.33951041102409363, 0.1353352814912796, 0.003155894111841917]",-0.138081
305,"[0.6141151785850525, 0.2463504821062088, 0.17868110537528992]",-0.062908
306,"[0.695084273815155, 0.23554861545562744, 0.1333867460489273]",-0.093455
307,"[0.59995436668396, 0.23480497300624847, 0.17385712265968323]",-0.07013
308,"[0.844694197177887, 0.2695368826389313, 0.09299814701080322]",-0.107844
309,"[0.7641801238059998, 0.24479064345359802, 0.11026223003864288]",-0.104991
310,"[0.7193318009376526, 0.2367851883172989, 0.12440839409828186]",-0.098444
311,"[0.6955734491348267, 0.23480497300624847, 0.1331285983324051]",-0.093759
312,"[0.7544671297073364, 0.24780181050300598, 0.12088362872600555]",-0.095703
313,"[0.8659283518791199, 0.2651313245296478, 0.08738258481025696]",-0.112384
314,"[0.7876359820365906, 0.24364672601222992, 0.10321813076734543]",-0.109248
315,"[0.742398202419281, 0.23674634099006653, 0.11644810438156128]",-0.103046
316,"[0.7184659242630005, 0.2351207584142685, 0.12467402964830399]",-0.098588
317,"[0.9611971378326416, 0.2842298746109009, 0.0730953961610794]",-0.11297
318,"[0.883844792842865, 0.25934553146362305, 0.08232569694519043]",-0.116909
319,"[0.8089472055435181, 0.24120067059993744, 0.096916064620018]",-0.113356
320,"[0.7640880346298218, 0.23557734489440918, 0.10930605232715607]",-0.107362
321,"[0.7070963978767395, 0.18406984210014343, 0.09034643322229385]",-0.124016
322,"[0.6403894424438477, 0.1353352814912796, 0.07399453222751617]",-0.11443
323,"[0.9071156978607178, 0.2597810924053192, 0.08178063482046127]",-0.114062
324,"[0.9675427675247192, 0.2726457417011261, 0.06934276223182678]",-0.119584
325,"[0.8989723324775696, 0.25258082151412964, 0.0777144730091095]",-0.121364
326,"[0.8281750679016113, 0.2376861721277237, 0.0912138819694519]",-0.117319
327,"[0.749083399772644, 0.20351245999336243, 0.09110476076602936]",-0.124674
328,"[0.8523725271224976, 0.21354065835475922, 0.06008199229836464]",-0.143423
329,"[0.7273740172386169, 0.18460479378700256, 0.08439932763576508]",-0.127782
330,"[0.4942091107368469, 0.049787066876888275, 0.03714801371097565]",-0.045126
331,"[0.9117740392684937, 0.2451419085264206, 0.07347080111503601]",-0.125622
332,"[0.9765832424163818, 0.24981065094470978, 0.062504842877388]",-0.130431
333,"[0.9226410984992981, 0.2372615933418274, 0.06953801959753036]",-0.129595
334,"[0.8098980784416199, 0.18840375542640686, 0.06446700543165207]",-0.140359
335,"[0.7446317076683044, 0.16693812608718872, 0.06861796230077744]",-0.133674
336,"[0.7070958018302917, 0.1365446001291275, 0.059109922498464584]",-0.125933
337,"[0.504260778427124, 0.049787066876888275, 0.0334109328687191]",-0.046948
338,"[0.9218728542327881, 0.20481257140636444, 0.05291346460580826]",-0.147388
339,"[0.9087905883789062, 0.19389936327934265, 0.04750534147024155]",-0.150783
340,"[0.8948440551757812, 0.182804137468338, 0.04272353649139404]",-0.151853
341,"[0.8228073716163635, 0.1688021421432495, 0.05218229442834854]",-0.144332
342,"[0.5625431537628174, 0.049787066876888275, 0.027344292029738426]",-0.05206
343,"[0.9238804578781128, 0.16656795144081116, 0.03614872321486473]",-0.15384
344,"[0.6307893991470337, 0.049787066876888275, 0.02096877619624138]",-0.058824
345,"[0.997859001159668, 0.1726035475730896, 0.03000962734222412]",-0.15906
346,"[0.7070961594581604, 0.05045577138662338, 0.014371098950505257]",-0.065652
347,"[1.0, 0.3362164795398712, 0.019545696675777435]",-0.139675
348,"[0.9549416899681091, 0.3362164795398712, 0.020109115168452263]",-0.139742
349,"[0.821715235710144, 0.3362164795398712, 0.02184951677918434]",-0.13988
350,"[0.32154107093811035, 0.3362164795398712, 0.029430318623781204]",-0.140111
351,"[1.0, 0.24659697711467743, 0.01673923060297966]",-0.167068
352,"[0.9582473635673523, 0.24659697711467743, 0.017337922006845474]",-0.166999
353,"[0.834248423576355, 0.24659697711467743, 0.019217584282159805]",-0.16681
354,"[0.3601056933403015, 0.24659697711467743, 0.027915319427847862]",-0.166535
