,inputs,energy
134,"[1.4010000228881836, 2.1191272735595703, 2.1191272735595703]",-0.120349
135,"[1.2755000591278076, 1.4490000009536743, 2.7245001792907715]",-0.118959
136,"[1.3136379718780518, 1.449000358581543, 2.7063169479370117]",-0.122308
137,"[1.4490000009536743, 1.5734378099441528, 2.5640006065368652]",-0.130189
138,"[1.4490000009536743, 1.6887092590332031, 2.489590644836426]",-0.128827
139,"[1.4490000009536743, 1.7538247108459473, 2.4441564083099365]",-0.127454
140,"[1.4490000009536743, 2.1271812915802, 2.1271812915802]",-0.120686
141,"[1.600000023841858, 1.671071171760559, 2.5470614433288574]",-0.132572
142,"[1.149999976158142, 1.7000000476837158, 2.8500001430511475]",-0.117052
143,"[1.3334219455718994, 1.6999995708465576, 2.7689321041107178]",-0.135524
144,"[1.5226080417633057, 1.6999999284744263, 2.6695809364318848]",-0.13789
145,"[1.6611779928207397, 1.699999451637268, 2.5856316089630127]",-0.133775
146,"[1.7000000476837158, 1.7385340929031372, 2.5342652797698975]",-0.130238
147,"[1.7000000476837158, 2.173131227493286, 2.173131227493286]",-0.112611
148,"[1.652735948562622, 1.7999998331069946, 2.624587059020996]",-0.134625
149,"[1.6403039693832397, 1.9999996423721313, 2.703589677810669]",-0.136512
150,"[2.0, 2.2360680103302, 2.2360680103302]",-0.092227
151,"[1.6691019535064697, 3.000000476837158, 3.116745948791504]",-0.149706
152,"[2.5, 2.5, 3.0]",-0.083968
153,"[1.4490000009536743, 1.4490001201629639, 2.8980000019073486]",-0.138066
154,"[1.0, 1.997498631477356, 2.487971067428589]",-0.078731
155,"[1.0, 2.2561028003692627, 2.2561028003692627]",-0.079196
156,"[1.100000023841858, 1.7454853057861328, 2.6904056072235107]",-0.103992
157,"[1.100000023841858, 1.8523772954940796, 2.6179568767547607]",-0.105129
158,"[1.100000023841858, 1.9830533266067505, 2.520416736602783]",-0.105629
159,"[1.2000000476837158, 1.9172359704971313, 2.593107223510742]",-0.122385
160,"[1.2000000476837158, 1.9697717428207397, 2.553429126739502]",-0.122218
161,"[1.2000000476837158, 2.280350923538208, 2.280350923538208]",-0.121255
162,"[1.2999999523162842, 1.9003360271453857, 2.6293957233428955]",-0.132288
163,"[1.2999999523162842, 1.9576773643493652, 2.586986780166626]",-0.131785
164,"[1.4010000228881836, 1.499500036239624, 2.9005000591278076]",-0.137863
165,"[1.4010000228881836, 1.631391167640686, 2.828420877456665]",-0.139685
166,"[1.4010000228881836, 1.7751777172088623, 2.740464448928833]",-0.139033
167,"[1.4010000228881836, 1.9466897249221802, 2.6214120388031006]",-0.13656
168,"[1.4010000228881836, 2.308830976486206, 2.308830976486206]",-0.132704
169,"[1.4490000009536743, 1.4755001068115234, 2.924499988555908]",-0.140098
170,"[1.4490000009536743, 1.5118606090545654, 2.905869722366333]",-0.14102
171,"[1.4490000009536743, 1.6137487888336182, 2.8505465984344482]",-0.141947
172,"[1.4490000009536743, 1.7637418508529663, 2.760256290435791]",-0.140857
173,"[1.4490000009536743, 1.941906452178955, 2.637953996658325]",-0.137625
174,"[1.4490000009536743, 2.1306893825531006, 2.487963914871216]",-0.134227
175,"[1.4490000009536743, 2.316225528717041, 2.316225528717041]",-0.132774
176,"[1.5593559741973877, 1.5999997854232788, 2.9203438758850098]",-0.146511
177,"[1.600000023841858, 1.7294461727142334, 2.8229446411132812]",-0.143782
178,"[1.600000023841858, 1.8568052053451538, 2.7408525943756104]",-0.140003
179,"[1.600000023841858, 1.9287302494049072, 2.6907248497009277]",-0.137676
180,"[1.600000023841858, 2.340939998626709, 2.340939998626709]",-0.128839
181,"[1.5243240594863892, 1.6999999284744263, 2.9667205810546875]",-0.148272
182,"[1.7000000476837158, 1.8447786569595337, 2.778810977935791]",-0.139302
183,"[1.7000000476837158, 1.9215880632400513, 2.7262613773345947]",-0.13606
184,"[1.4901479482650757, 1.8000003099441528, 3.0132150650024414]",-0.14961
185,"[1.6881519556045532, 1.7999999523162842, 2.9069130420684814]",-0.144837
186,"[1.7999999523162842, 1.915724515914917, 2.7622456550598145]",-0.133932
187,"[1.8164960145950317, 1.9999998807907104, 2.8948819637298584]",-0.136197
188,"[1.2000000476837158, 2.002979278564453, 3.0344817638397217]",-0.136427
189,"[1.2000000476837158, 2.2086076736450195, 2.888260841369629]",-0.136301
190,"[1.2999999523162842, 1.850000023841858, 3.1500000953674316]",-0.146297
191,"[1.2999999523162842, 1.9641586542129517, 3.080111265182495]",-0.146173
192,"[1.2999999523162842, 2.0915074348449707, 2.9950954914093018]",-0.145634
193,"[1.2999999523162842, 2.190002202987671, 2.9238479137420654]",-0.145089
194,"[1.2999999523162842, 2.2466647624969482, 2.8805384635925293]",-0.14476
195,"[1.2999999523162842, 2.583118200302124, 2.583118200302124]",-0.143671
196,"[1.4010000228881836, 1.9254734516143799, 3.1263327598571777]",-0.151448
197,"[1.4010000228881836, 2.172217607498169, 2.960214376449585]",-0.148935
198,"[1.4010000228881836, 2.596285820007324, 2.596285820007324]",-0.146315
199,"[1.4490000009536743, 1.7755000591278076, 3.2244999408721924]",-0.154039
200,"[1.4490000009536743, 1.8099271059036255, 3.205303192138672]",-0.153816
201,"[1.4490000009536743, 1.9072821140289307, 3.148345708847046]",-0.152857
202,"[1.4490000009536743, 2.2279255390167236, 2.930213689804077]",-0.148704
203,"[1.4490000009536743, 2.4160566329956055, 2.7771341800689697]",-0.146874
204,"[1.4490000009536743, 2.6028637886047363, 2.6028637886047363]",-0.146185
205,"[1.649999976158142, 1.7000000476837158, 3.3500001430511475]",-0.158015
206,"[1.7000000476837158, 1.8143576383590698, 3.2639105319976807]",-0.154311
207,"[1.7000000476837158, 1.991807222366333, 3.158750295639038]",-0.14889
208,"[1.7000000476837158, 2.125737428665161, 3.0702178478240967]",-0.144778
209,"[1.7000000476837158, 2.201704502105713, 3.0162065029144287]",-0.142632
210,"[1.7000000476837158, 2.6405491828918457, 2.6405491828918457]",-0.135995
211,"[1.7784500122070312, 1.8000000715255737, 3.3101532459259033]",-0.153945
212,"[1.7999999523162842, 1.969268798828125, 3.2003095149993896]",-0.146696
213,"[1.7999999523162842, 2.112326145172119, 3.1077444553375244]",-0.141161
214,"[1.7999999523162842, 2.193171739578247, 3.05122971534729]",-0.138258
215,"[2.915476083755493, 2.9154763221740723, 3.0]",-0.046105
216,"[1.7565120458602905, 1.7570005655288696, 3.505993366241455]",-0.159059
217,"[1.7369999885559082, 2.784414052963257, 2.784414052963257]",-0.138064
218,"[1.2000000476837158, 2.6984329223632812, 3.382079601287842]",-0.150478
219,"[1.2999999523162842, 2.458658218383789, 3.5777084827423096]",-0.158599
220,"[1.2999999523162842, 3.0696089267730713, 3.0696089267730713]",-0.158006
221,"[1.4010000228881836, 2.299499988555908, 3.700500011444092]",-0.162379
222,"[1.4010000228881836, 2.657837152481079, 3.4521450996398926]",-0.160904
223,"[1.4490000009536743, 2.2755000591278076, 3.7244999408721924]",-0.162869
224,"[1.4490000009536743, 2.307816982269287, 3.704561471939087]",-0.162648
225,"[1.4490000009536743, 2.400059938430786, 3.6454782485961914]",-0.16206
226,"[1.4490000009536743, 2.539902687072754, 3.5494632720947266]",-0.161278
227,"[1.4490000009536743, 2.6486148834228516, 3.4690985679626465]",-0.160799
228,"[1.4490000009536743, 2.7113466262817383, 3.420292377471924]",-0.160567
229,"[1.4490000009536743, 2.898242950439453, 3.2634313106536865]",-0.160092
230,"[1.4490000009536743, 3.0862436294555664, 3.0862436294555664]",-0.159922
231,"[1.7000000476837158, 2.3034257888793945, 3.76021671295166]",-0.155735
232,"[1.7000000476837158, 2.4731059074401855, 3.6508548259735107]",-0.153063
233,"[1.7000000476837158, 2.6034622192382812, 3.5590713024139404]",-0.151475
234,"[1.7000000476837158, 2.678152322769165, 3.5032126903533936]",-0.150745
235,"[1.7000000476837158, 3.1180922985076904, 3.1180922985076904]",-0.14878
236,"[1.7999999523162842, 2.5869500637054443, 3.595510244369507]",-0.145399
237,"[3.0, 3.3541018962860107, 3.3541018962860107]",-0.046396
238,"[1.4490000009536743, 2.806457757949829, 4.203996658325195]",-0.167831
239,"[1.4490000009536743, 2.8953158855438232, 4.143301963806152]",-0.167691
240,"[1.4490000009536743, 3.0313050746917725, 4.044872760772705]",-0.167527
241,"[1.4490000009536743, 3.1998672485351562, 3.9128825664520264]",-0.167407
242,"[1.4490000009536743, 3.385601282119751, 3.7533318996429443]",-0.167328
243,"[1.4490000009536743, 3.5741991996765137, 3.5741991996765137]",-0.167302
244,"[1.7000000476837158, 2.6500000953674316, 4.349999904632568]",-0.158648
245,"[2.0, 3.0345590114593506, 4.158299446105957]",-0.133539
246,"[1.0, 3.733710765838623, 4.3080620765686035]",-0.121747
247,"[1.100000023841858, 3.70973801612854, 4.34083366394043]",-0.147206
248,"[1.2000000476837158, 3.6862876415252686, 4.373931884765625]",-0.161981
249,"[1.4010000228881836, 3.640772819519043, 4.441415309906006]",-0.171476
250,"[1.4490000009536743, 3.305509328842163, 4.70355224609375]",-0.171119
251,"[1.4490000009536743, 3.3919639587402344, 4.641592979431152]",-0.171111
252,"[1.4490000009536743, 3.52512526512146, 4.541286945343018]",-0.17109
253,"[1.4490000009536743, 3.630230665206909, 4.457714557647705]",-0.171085
254,"[1.4490000009536743, 4.065083026885986, 4.065083026885986]",-0.171092
255,"[1.7000000476837158, 3.5772218704223633, 4.544059753417969]",-0.159565
256,"[2.0, 3.5186922550201416, 4.649601936340332]",-0.135585
257,"[2.0, 4.123105525970459, 4.123105525970459]",-0.135122
258,"[3.0, 3.3647873401641846, 5.017788410186768]",-0.060466
259,"[3.0, 4.27200174331665, 4.27200174331665]",-0.054617
260,"[1.4490000009536743, 3.7755000591278076, 5.2245001792907715]",-0.172919
261,"[1.4490000009536743, 3.804810047149658, 5.203193187713623]",-0.172909
262,"[1.4490000009536743, 4.1850504875183105, 4.9025654792785645]",-0.172885
263,"[1.4490000009536743, 4.368897914886475, 4.73946475982666]",-0.172889
264,"[1.4490000009536743, 4.557949066162109, 4.557949066162109]",-0.172899
265,"[1.100000023841858, 4.70394229888916, 5.336471080780029]",-0.149767
266,"[1.2000000476837158, 4.679305076599121, 5.368808269500732]",-0.164567
267,"[1.4010000228881836, 4.299499988555908, 5.700500011444092]",-0.174154
268,"[1.4490000009536743, 4.2754998207092285, 5.7245001792907715]",-0.173754
269,"[1.4490000009536743, 4.304272651672363, 5.702897071838379]",-0.173746
270,"[1.4490000009536743, 4.38754415512085, 5.639082908630371]",-0.173734
271,"[1.4490000009536743, 4.516847610473633, 5.536053657531738]",-0.173712
272,"[1.4490000009536743, 4.619739532470703, 5.450486183166504]",-0.173695
273,"[1.4490000009536743, 5.052217483520508, 5.052217483520508]",-0.173698
274,"[1.7000000476837158, 4.150000095367432, 5.849999904632568]",-0.16216
275,"[1.7000000476837158, 4.562347888946533, 5.534435272216797]",-0.162081
276,"[1.7000000476837158, 5.071735382080078, 5.071735382080078]",-0.162062
277,"[2.0, 4.497387886047363, 5.63679838180542]",-0.13777
278,"[3.0, 4.311582565307617, 5.99251651763916]",-0.057223
279,"[3.0, 5.220153331756592, 5.220153331756592]",-0.056937
280,"[1.4490000009536743, 4.803847789764404, 6.202648639678955]",-0.174071
281,"[1.4490000009536743, 4.886012077331543, 6.138134479522705]",-0.174057
282,"[1.4490000009536743, 5.116024017333984, 5.947779655456543]",-0.174031
283,"[1.4490000009536743, 5.175920486450195, 5.8957319259643555]",-0.174025
284,"[1.4490000009536743, 5.358380317687988, 5.730406284332275]",-0.174021
285,"[1.4490000009536743, 5.547513008117676, 5.547513008117676]",-0.174018
286,"[2.0, 5.416629314422607, 5.758483409881592]",-0.138081
287,"[1.4490000009536743, 1.4561866521835327, 1.9475163221359253]",-0.088497
288,"[1.3110500574111938, 1.4489997625350952, 2.375175714492798]",-0.107844
289,"[1.4073519706726074, 1.4489998817443848, 2.2048938274383545]",-0.104991
290,"[1.4490000009536743, 1.4494645595550537, 2.01643967628479]",-0.093759
291,"[1.3951259851455688, 1.4010002613067627, 2.112926959991455]",-0.095703
292,"[1.2184699773788452, 1.4490004777908325, 2.562476396560669]",-0.105638
293,"[1.327530026435852, 1.4489997625350952, 2.4374592304229736]",-0.112384
294,"[1.4120359420776367, 1.4490004777908325, 2.2709107398986816]",-0.109248
295,"[1.4407659769058228, 1.4489998817443848, 2.1503095626831055]",-0.103046
296,"[1.349593997001648, 1.4489995241165161, 2.4970719814300537]",-0.116909
297,"[1.422126054763794, 1.449000358581543, 2.3339099884033203]",-0.113356
298,"[1.4457160234451294, 1.4490001201629639, 2.2136034965515137]",-0.107362
299,"[1.6924400329589844, 1.699999451637268, 2.4041037559509277]",-0.124016
300,"[2.0, 2.027287721633911, 2.603764057159424]",-0.11443
301,"[1.282114028930664, 1.4010003805160522, 2.611424684524536]",-0.112188
302,"[1.3479160070419312, 1.4010004997253418, 2.5037147998809814]",-0.114062
303,"[1.2995820045471191, 1.4490004777908325, 2.6686935424804688]",-0.119584
304,"[1.3760240077972412, 1.4490007162094116, 2.554713726043701]",-0.121364
305,"[1.4368040561676025, 1.4489995241165161, 2.394548177719116]",-0.117319
306,"[1.592028021812439, 1.600000023841858, 2.395745277404785]",-0.124674
307,"[1.4008760452270508, 1.7000000476837158, 2.9643545150756836]",-0.145136
308,"[1.5439280271530151, 1.6999995708465576, 2.812045097351074]",-0.143423
309,"[1.6522380113601685, 1.7000000476837158, 2.613804817199707]",-0.135152
310,"[1.7919939756393433, 1.800000548362732, 2.5455214977264404]",-0.127353
311,"[3.0, 3.1746976375579834, 3.2928450107574463]",-0.045126
312,"[1.405918002128601, 1.448999285697937, 2.6108672618865967]",-0.125622
313,"[1.387052059173584, 1.4490000009536743, 2.7725112438201904]",-0.130431
314,"[1.4385919570922852, 1.4489998817443848, 2.665881633758545]",-0.129595
315,"[1.5847280025482178, 1.7000001668930054, 2.9328513145446777]",-0.147558
316,"[1.6691679954528809, 1.7000000476837158, 2.7416017055511475]",-0.140359
317,"[1.7901320457458496, 1.799999713897705, 2.6792008876800537]",-0.133674
318,"[1.991104006767273, 2.000000476837158, 2.8283565044403076]",-0.125933
319,"[3.0, 3.204500675201416, 3.398872137069702]",-0.046948
320,"[1.6404160261154175, 1.7000000476837158, 3.0469131469726562]",-0.150783
321,"[1.779028058052063, 1.7999995946884155, 2.953011989593506]",-0.144332
322,"[1.9884239435195923, 1.9999996423721313, 2.962545871734619]",-0.130962
323,"[1.7567579746246338, 1.7570008039474487, 3.506237030029297]",-0.15906
324,"[1.756850004196167, 1.7570003271102905, 3.5135490894317627]",-0.159206
325,"[2.9866580963134766, 3.0, 4.2425360679626465]",-0.065652
326,"[1.090000033378601, 2.8450000286102295, 3.93500018119812]",-0.139675
327,"[1.090000033378601, 2.8838977813720703, 3.9065821170806885]",-0.139742
328,"[1.090000033378601, 2.9930779933929443, 3.8235764503479004]",-0.13988
329,"[1.090000033378601, 3.1530263423919678, 3.692786931991577]",-0.140028
330,"[1.090000033378601, 3.3387837409973145, 3.5257298946380615]",-0.140111
331,"[1.399999976158142, 2.690000057220459, 4.090000152587891]",-0.167068
332,"[1.399999976158142, 2.8890230655670166, 3.9519295692443848]",-0.16681
333,"[1.399999976158142, 3.0998549461364746, 3.7888123989105225]",-0.166624
334,"[2.0399999618530273, 2.370000123977661, 4.409999847412109]",-0.140907
335,"[2.0399999618530273, 2.4564123153686523, 4.362457752227783]",-0.138427
336,"[2.0399999618530273, 2.6897664070129395, 4.222577095031738]",-0.133208
337,"[2.0399999618530273, 3.0124242305755615, 3.9987874031066895]",-0.1291
338,"[1.0, 2.549999952316284, 3.549999952316284]",-0.11032
339,"[1.024999976158142, 2.549999952316284, 3.575000047683716]",-0.11821
340,"[1.0499999523162842, 2.5500001907348633, 3.5999999046325684]",-0.125258
341,"[1.809999942779541, 2.549999952316284, 4.359999656677246]",-0.152482
342,"[2.4600000381469727, 2.549999952316284, 5.010000228881836]",-0.113258
343,"[1.2999999523162842, 1.3000000715255737, 2.5999999046325684]",-0.104313
344,"[1.5, 1.5, 3.0]",-0.145304
345,"[1.600000023841858, 1.6000001430511475, 3.200000047683716]",-0.154502
346,"[1.7999999523162842, 1.8000000715255737, 3.5999999046325684]",-0.158899
347,"[1.899999976158142, 1.8999998569488525, 3.799999952316284]",-0.156347
348,"[2.0999999046325684, 2.1000001430511475, 4.199999809265137]",-0.145512
349,"[2.299999952316284, 2.3000001907348633, 4.599999904632568]",-0.130317
350,"[2.5, 2.5, 5.0]",-0.113389
351,"[2.700000047683716, 2.700000286102295, 5.400000095367432]",-0.096303
352,"[3.0, 3.0, 6.0]",-0.072487
353,"[4.0, 4.0, 8.0]",-0.021419
354,"[5.0, 5.0, 10.0]",-0.004969
355,"[1.2899999618530273, 1.6400001049041748, 2.930000066757202]",-0.135646
356,"[1.4199999570846558, 1.7200000286102295, 3.140000104904175]",-0.150736
357,"[1.5499999523162842, 1.8000000715255737, 3.3499999046325684]",-0.157843
358,"[1.940000057220459, 2.0399999618530273, 3.9800000190734863]",-0.152451
359,"[1.5, 1.880000114440918, 3.380000114440918]",-0.158135
360,"[2.059999942779541, 2.1600000858306885, 4.220000267028809]",-0.14509
361,"[1.8799999952316284, 2.0199999809265137, 3.9000000953674316]",-0.154633
362,"[1.3300000429153442, 1.9200000762939453, 3.25]",-0.151186
363,"[2.0299999713897705, 2.1700000762939453, 4.199999809265137]",-0.146015
364,"[1.159999966621399, 1.9900000095367432, 3.1499998569488525]",-0.133153
365,"[1.2999999523162842, 2.0300002098083496, 3.3299999237060547]",-0.151887
